# SeismoWeb example 2 - uncorrected accelerogram with a linear instrument baseline drift
# station SYN-02, component NS,  raw (as recorded)
# time step: 0.01 s   units: g
time_s,acc_g
9.6100,1.72323634e-02
9.6200,1.92723940e-02
9.6300,1.14828395e-02
9.6400,-1.08670617e-02
9.6500,-4.32420957e-02
9.6600,-7.66857274e-02
9.6700,-1.02328679e-01
9.6800,-1.16598037e-01
9.6900,-1.24674663e-01
9.7000,-1.27640113e-01
9.7100,-1.14582701e-01
9.7200,-8.09692916e-02
9.7300,-3.98704786e-02
9.7400,-6.26674286e-03
9.7500,1.31191278e-02
9.7600,1.68896195e-02
9.7700,8.68583295e-03
9.7800,-4.62464665e-03
9.7900,-1.50154092e-02
9.8000,-1.53391366e-02
9.8100,-5.15326851e-03
9.8200,1.01443694e-02
9.8300,2.45511852e-02
9.8400,3.22459255e-02
9.8500,3.01024075e-02
9.8600,1.98458564e-02
9.8700,5.66613857e-03
9.8800,-6.45384379e-03
9.8900,-9.00818712e-03
9.9000,-2.12370334e-04
9.9100,1.00504758e-02
9.9200,1.14713971e-02
9.9300,6.27278967e-03
9.9400,2.91110758e-03
9.9500,5.91195544e-03
9.9600,1.45756091e-02
9.9700,2.45344106e-02
9.9800,2.90798229e-02
9.9900,2.33962750e-02
10.0000,1.16773356e-02
10.0100,3.87339080e-03
10.0200,3.04569043e-03
10.0300,2.61718385e-03
10.0400,-3.47775554e-03
10.0500,-1.33781734e-02
10.0600,-2.19616164e-02
10.0700,-2.49178423e-02
10.0800,-1.98908141e-02
10.0900,-1.39561775e-02
10.1000,-1.82003475e-02
10.1100,-2.82493254e-02
10.1200,-3.05914060e-02
10.1300,-2.56970864e-02
10.1400,-1.98744533e-02
10.1500,-6.71299729e-03
10.1600,1.83635113e-02
10.1700,4.43009598e-02
10.1800,6.11676699e-02
10.1900,6.97610411e-02
10.2000,7.37935167e-02
10.2100,7.60733789e-02
10.2200,7.62106945e-02
10.2300,7.28574109e-02
10.2400,6.94185559e-02
10.2500,6.83202059e-02
10.2600,6.35444491e-02
10.2700,4.73230450e-02
10.2800,2.02458923e-02
10.2900,-9.57511092e-03
10.3000,-3.40643304e-02
10.3100,-4.92456718e-02
10.3200,-5.38299021e-02
10.3300,-4.96538869e-02
10.3400,-4.34627325e-02
10.3500,-4.19511926e-02
10.3600,-4.52350581e-02
10.3700,-4.73592276e-02
10.3800,-4.29749405e-02
10.3900,-3.06508065e-02
10.4000,-1.03063432e-02
10.4100,1.67996219e-02
10.4200,4.74598691e-02
10.4300,7.44855720e-02
10.4400,8.43680183e-02
10.4500,7.00654040e-02
10.4600,4.58207320e-02
10.4700,3.16944452e-02
10.4800,2.65151796e-02
10.4900,1.52184938e-02
10.5000,-5.63008101e-03
10.5100,-2.68866765e-02
10.5200,-4.04667593e-02
10.5300,-4.48833298e-02
10.5400,-4.32776034e-02
10.5500,-3.63949065e-02
10.5600,-1.81562824e-02
10.5700,1.71879380e-02
10.5800,6.16863293e-02
10.5900,9.24200016e-02
10.6000,9.14259405e-02
10.6100,6.31164413e-02
10.6200,2.99411455e-02
10.6300,1.52531593e-02
10.6400,2.36076667e-02
10.6500,3.74655852e-02
10.6600,4.22273900e-02
10.6700,4.36487329e-02
10.6800,5.13274625e-02
10.6900,6.26585996e-02
10.7000,7.03500851e-02
10.7100,7.20426842e-02
10.7200,6.68635666e-02
10.7300,5.35384141e-02
10.7400,3.93120430e-02
10.7500,3.66377677e-02
10.7600,4.60672369e-02
10.7700,5.81956460e-02
10.7800,6.98188791e-02
10.7900,8.14944286e-02
10.8000,8.78853438e-02
10.8100,8.66767008e-02
10.8200,8.47510561e-02
10.8300,8.48254578e-02
10.8400,8.15298992e-02
10.8500,7.40096981e-02
10.8600,6.72334375e-02
10.8700,6.37539126e-02
10.8800,6.11235476e-02
10.8900,5.50791680e-02
10.9000,4.92576543e-02
10.9100,5.49599764e-02
10.9200,7.12187006e-02
10.9300,7.75590973e-02
10.9400,5.75371932e-02
10.9500,2.03118730e-02
10.9600,-8.84552339e-03
10.9700,-1.51913773e-02
10.9800,-7.10351061e-03
10.9900,-4.37107750e-04
11.0000,1.68446293e-03
11.0100,3.97807591e-03
11.0200,3.33987486e-03
11.0300,-1.03249253e-02
11.0400,-3.67218048e-02
11.0500,-5.83490210e-02
11.0600,-6.47434008e-02
11.0700,-6.85219763e-02
11.0800,-7.98233711e-02
11.0900,-8.94944305e-02
11.1000,-9.02310532e-02
11.1100,-8.84071726e-02
11.1200,-8.80181891e-02
11.1300,-8.08505526e-02
11.1400,-5.99364520e-02
11.1500,-3.24581079e-02
11.1600,-1.14249934e-02
11.1700,-4.22573424e-03
11.1800,-9.23753673e-03
11.1900,-1.60581261e-02
11.2000,-1.69715252e-02
11.2100,-1.45089751e-02
11.2200,-1.32578485e-02
11.2300,-1.29843561e-02
11.2400,-7.98413089e-03
11.2500,7.32443962e-03
11.2600,2.76745420e-02
11.2700,3.52696269e-02
11.2800,1.88749898e-02
11.2900,-8.67445088e-03
11.3000,-2.66178017e-02
11.3100,-2.75688820e-02
11.3200,-1.29364058e-02
11.3300,1.27527503e-02
11.3400,4.12689973e-02
11.3500,6.58696697e-02
11.3600,8.29190969e-02
11.3700,9.21325169e-02
11.3800,9.85926432e-02
11.3900,1.05417282e-01
11.4000,1.12442070e-01
11.4100,1.22709496e-01
11.4200,1.33328956e-01
11.4300,1.33039089e-01
11.4400,1.21814324e-01
11.4500,1.11059503e-01
11.4600,1.00118970e-01
11.4700,7.97065325e-02
11.4800,5.47594176e-02
11.4900,3.54173543e-02
11.5000,1.72141302e-02
11.5100,-4.48779393e-03
11.5200,-1.67903594e-02
11.5300,-7.73385590e-03
11.5400,1.20547280e-02
11.5500,2.17711590e-02
11.5600,1.52733685e-02
11.5700,3.47113127e-03
11.5800,-1.96842158e-03
11.5900,1.83204019e-03
11.6000,1.19285742e-02
11.6100,2.44496478e-02
11.6200,3.16121774e-02
11.6300,2.23809229e-02
11.6400,1.76118252e-05
11.6500,-1.79594711e-02
11.6600,-2.57573268e-02
11.6700,-2.96176005e-02
11.6800,-3.02180517e-02
11.6900,-2.94116021e-02
11.7000,-3.39845393e-02
11.7100,-3.71776311e-02
11.7200,-2.18278687e-02
11.7300,1.08180069e-02
11.7400,4.09940044e-02
11.7500,5.75780883e-02
11.7600,6.07058403e-02
11.7700,4.82234357e-02
11.7800,2.26425028e-02
11.7900,-1.11650641e-05
11.8000,-5.33112941e-03
11.8100,2.22840408e-03
11.8200,8.90510078e-03
11.8300,1.42644160e-02
11.8400,2.72233826e-02
11.8500,3.84646160e-02
11.8600,2.40709884e-02
11.8700,-1.53931200e-02
11.8800,-4.69711385e-02
11.8900,-4.68574054e-02
11.9000,-3.26447042e-02
11.9100,-3.77828819e-02
11.9200,-6.30301523e-02
11.9300,-7.99748358e-02
11.9400,-7.30100803e-02
11.9500,-4.98176288e-02
11.9600,-2.21356730e-02
11.9700,1.00039310e-03
11.9800,1.12430643e-02
11.9900,9.30298119e-03
12.0000,6.32360299e-03
12.0100,9.44913900e-03
12.0200,1.59102039e-02
12.0300,2.33339187e-02
12.0400,3.46519356e-02
12.0500,4.85959064e-02
12.0600,5.54759370e-02
12.0700,4.76737437e-02
12.0800,3.07232521e-02
12.0900,1.82219820e-02
12.1000,1.48583621e-02
12.1100,1.52372952e-02
12.1200,1.80979616e-02
12.1300,2.87847710e-02
12.1400,4.72555730e-02
12.1500,6.09165325e-02
12.1600,5.96174423e-02
12.1700,5.36546373e-02
12.1800,5.85597271e-02
12.1900,7.21086548e-02
12.2000,8.26683131e-02
12.2100,8.18104948e-02
12.2200,6.51964577e-02
12.2300,4.07495830e-02
12.2400,2.71632450e-02
12.2500,3.22735183e-02
12.2600,4.13960212e-02
12.2700,3.21083914e-02
12.2800,4.13043017e-04
12.2900,-2.90460844e-02
12.3000,-2.47573395e-02
12.3100,1.62711156e-02
12.3200,6.43901940e-02
12.3300,8.86581304e-02
12.3400,8.25517549e-02
12.3500,6.64378408e-02
12.3600,6.42238956e-02
12.3700,7.49853083e-02
12.3800,8.24840924e-02
12.3900,8.21298250e-02
12.4000,7.96968322e-02
12.4100,7.70573328e-02
12.4200,6.97081551e-02
12.4300,5.25608096e-02
12.4400,2.85170004e-02
12.4500,8.16586903e-03
12.4600,-3.36010772e-03
12.4700,-1.35485715e-02
12.4800,-3.32419793e-02
12.4900,-6.11904308e-02
12.5000,-8.10429901e-02
12.5100,-8.00941865e-02
12.5200,-6.78342898e-02
12.5300,-6.35631176e-02
12.5400,-6.82635064e-02
12.5500,-6.47256284e-02
12.5600,-4.80671878e-02
12.5700,-3.71076442e-02
12.5800,-4.62296242e-02
12.5900,-6.76137338e-02
12.6000,-8.56680047e-02
12.6100,-9.32617937e-02
12.6200,-9.89505043e-02
12.6300,-1.14431870e-01
12.6400,-1.29211251e-01
12.6500,-1.19598031e-01
12.6600,-8.56111645e-02
12.6700,-5.55136661e-02
12.6800,-5.14578841e-02
12.6900,-6.64924292e-02
12.7000,-7.82208573e-02
12.7100,-7.61983465e-02
12.7200,-6.74135262e-02
12.7300,-5.62628979e-02
12.7400,-3.64948339e-02
12.7500,-6.91166167e-03
12.7600,2.33934844e-02
12.7700,4.64382471e-02
12.7800,5.72184036e-02
12.7900,5.00081176e-02
12.8000,2.67732011e-02
12.8100,5.43291023e-04
12.8200,-1.74039339e-02
12.8300,-1.99113121e-02
12.8400,-1.28469375e-03
12.8500,2.88830034e-02
12.8600,4.77881007e-02
12.8700,4.72639049e-02
12.8800,4.16394130e-02
12.8900,4.30480436e-02
12.9000,4.59416620e-02
12.9100,4.40181364e-02
12.9200,4.25523938e-02
12.9300,4.58899905e-02
12.9400,4.95378455e-02
12.9500,4.39177334e-02
12.9600,2.22617206e-02
12.9700,-6.73127367e-03
12.9800,-2.44290266e-02
12.9900,-2.61154997e-02
13.0000,-2.24019555e-02
13.0100,-1.89468021e-02
13.0200,-1.35252271e-02
13.0300,-1.05832714e-02
13.0400,-1.62545714e-02
13.0500,-1.97169413e-02
13.0600,-4.46211262e-03
13.0700,2.63159959e-02
13.0800,5.55331705e-02
13.0900,7.36581448e-02
13.1000,8.06812260e-02
13.1100,7.90232816e-02
13.1200,7.36185225e-02
13.1300,6.71403925e-02
13.1400,5.27760575e-02
13.1500,2.32694549e-02
13.1600,-1.16235521e-02
13.1700,-3.17635934e-02
13.1800,-3.56257079e-02
13.1900,-4.07892994e-02
13.2000,-5.27849223e-02
13.2100,-5.94326152e-02
13.2200,-5.58961612e-02
13.2300,-5.19456509e-02
13.2400,-5.32204437e-02
13.2500,-5.50243817e-02
13.2600,-5.55849667e-02
13.2700,-5.72489289e-02
13.2800,-5.76775124e-02
13.2900,-5.25649545e-02
13.3000,-4.10206879e-02
13.3100,-2.61200792e-02
13.3200,-1.53039517e-02
13.3300,-1.35036227e-02
13.3400,-1.70035060e-02
13.3500,-2.52794717e-02
13.3600,-4.59864547e-02
13.3700,-7.75856722e-02
13.3800,-1.04002469e-01
13.3900,-1.10652886e-01
13.4000,-9.54822572e-02
13.4100,-6.66510443e-02
13.4200,-3.61781205e-02
13.4300,-1.32481722e-02
13.4400,-8.20203789e-04
13.4500,3.91215732e-03
13.4600,1.03784210e-02
13.4700,2.49492304e-02
13.4800,3.73391861e-02
13.4900,3.76814351e-02
13.5000,3.70953993e-02
13.5100,4.47941623e-02
13.5200,4.75161612e-02
13.5300,3.16579027e-02
13.5400,4.73686443e-03
13.5500,-1.35245307e-02
13.5600,-1.58350165e-02
13.5700,-1.54368501e-02
13.5800,-2.21053215e-02
13.5900,-2.54516902e-02
13.6000,-1.26642772e-02
13.6100,1.16066719e-02
13.6200,3.18343235e-02
13.6300,4.18989224e-02
13.6400,5.05462358e-02
13.6500,6.68934905e-02
13.6600,8.77663425e-02
13.6700,1.01249637e-01
13.6800,9.71986936e-02
13.6900,7.51678254e-02
13.7000,4.82863728e-02
13.7100,3.28419819e-02
13.7200,3.18435693e-02
13.7300,3.83138730e-02
13.7400,4.47546429e-02
13.7500,4.20024675e-02
13.7600,2.63936054e-02
13.7700,1.07834764e-02
13.7800,1.27390329e-02
13.7900,3.20488765e-02
13.8000,4.96233518e-02
13.8100,4.91275361e-02
13.8200,3.55633158e-02
13.8300,2.36649484e-02
13.8400,1.33995256e-02
13.8500,-1.73303917e-03
13.8600,-1.44058394e-02
13.8700,-1.31002474e-02
13.8800,2.47601606e-03
13.8900,2.13773380e-02
13.9000,2.72753712e-02
13.9100,1.17362017e-02
13.9200,-1.52000523e-02
13.9300,-3.28080130e-02
13.9400,-2.72676765e-02
13.9500,-5.72014510e-03
13.9600,6.70647535e-03
13.9700,-6.87544252e-03
13.9800,-3.59022127e-02
13.9900,-5.77312415e-02
14.0000,-6.34984087e-02
14.0100,-6.09270005e-02
14.0200,-5.94993817e-02
14.0300,-6.36193579e-02
14.0400,-7.49245341e-02
14.0500,-8.76804543e-02
14.0600,-8.77759670e-02
14.0700,-6.65784856e-02
14.0800,-3.10793878e-02
14.0900,-2.85154762e-04
14.1000,8.36845906e-03
14.1100,-4.48177360e-03
14.1200,-2.15758637e-02
14.1300,-2.95852886e-02
14.1400,-2.79824105e-02
14.1500,-1.86993516e-02
14.1600,-2.71355558e-03
14.1700,1.26115415e-02
14.1800,1.67612311e-02
14.1900,1.05848200e-02
14.2000,9.61117305e-03
14.2100,2.33073407e-02
14.2200,3.95687843e-02
14.2300,4.43850573e-02
14.2400,4.30234027e-02
14.2500,4.93517654e-02
14.2600,6.65039314e-02
14.2700,8.52900848e-02
14.2800,9.98857724e-02
14.2900,1.15944112e-01
14.3000,1.34006379e-01
14.3100,1.40879122e-01
14.3200,1.30667246e-01
14.3300,1.15441291e-01
14.3400,1.06122955e-01
14.3500,9.75154014e-02
14.3600,7.70334016e-02
14.3700,4.45536388e-02
14.3800,1.45383317e-02
14.3900,-4.34864076e-03
14.4000,-1.55019085e-02
14.4100,-2.21910488e-02
14.4200,-2.60616810e-02
14.4300,-3.05353074e-02
14.4400,-3.47064416e-02
14.4500,-3.48802168e-02
14.4600,-3.67589897e-02
14.4700,-5.08774793e-02
14.4800,-7.28146349e-02
14.4900,-8.39184524e-02
14.5000,-7.75840371e-02
14.5100,-7.00550155e-02
14.5200,-7.53264417e-02
14.5300,-8.54059731e-02
14.5400,-9.02310085e-02
14.5500,-9.76379135e-02
14.5600,-1.16466023e-01
14.5700,-1.37621836e-01
14.5800,-1.44655425e-01
14.5900,-1.34300955e-01
14.6000,-1.20087615e-01
14.6100,-1.16776494e-01
14.6200,-1.22423211e-01
14.6300,-1.20758479e-01
14.6400,-1.03198617e-01
14.6500,-7.52048207e-02
14.6600,-4.42198867e-02
14.6700,-1.63974136e-02
14.6800,1.99180468e-03
14.6900,5.72111380e-03
14.7000,-2.10798346e-03
14.7100,-5.99679201e-03
14.7200,2.52179755e-03
14.7300,1.60575144e-02
14.7400,3.01738106e-02
14.7500,4.76035065e-02
14.7600,7.09147555e-02
14.7700,1.01068259e-01
14.7800,1.29467342e-01
14.7900,1.39783045e-01
14.8000,1.29414434e-01
14.8100,1.15820891e-01
14.8200,1.12259919e-01
14.8300,1.08992047e-01
14.8400,9.16896575e-02
14.8500,6.67715846e-02
14.8600,4.99925929e-02
14.8700,4.33661015e-02
14.8800,3.99295276e-02
14.8900,3.56542728e-02
14.9000,2.60423978e-02
14.9100,7.82339308e-03
14.9200,-8.02606531e-03
14.9300,-3.41862939e-03
14.9400,2.06986276e-02
14.9500,4.32896489e-02
14.9600,5.01558892e-02
14.9700,4.91219239e-02
14.9800,5.50154165e-02
14.9900,6.53602660e-02
15.0000,6.40232187e-02
15.0100,4.74029672e-02
15.0200,2.75061234e-02
15.0300,1.33353492e-02
15.0400,3.42530413e-03
15.0500,-9.10690460e-03
15.0600,-2.72879957e-02
15.0700,-4.74870956e-02
15.0800,-6.49969745e-02
15.0900,-7.41682523e-02
15.1000,-6.90397930e-02
15.1100,-5.28984119e-02
15.1200,-4.16101728e-02
15.1300,-4.78797592e-02
15.1400,-6.48344361e-02
15.1500,-7.68188175e-02
15.1600,-7.96885718e-02
15.1700,-7.74499772e-02
15.1800,-7.07656256e-02
15.1900,-6.12930464e-02
15.2000,-5.92260001e-02
15.2100,-7.27845625e-02
15.2200,-9.07662040e-02
15.2300,-9.45258005e-02
15.2400,-8.63172935e-02
15.2500,-8.30211859e-02
15.2600,-9.14227049e-02
15.2700,-1.05892808e-01
15.2800,-1.14828868e-01
15.2900,-1.07925623e-01
15.3000,-8.71941808e-02
15.3100,-6.18203224e-02
15.3200,-3.25390038e-02
15.3300,3.34223188e-03
15.3400,3.52425652e-02
15.3500,4.75556240e-02
15.3600,4.06169996e-02
15.3700,2.92731976e-02
15.3800,2.43414883e-02
15.3900,2.48453608e-02
15.4000,3.05706238e-02
15.4100,4.48229247e-02
15.4200,6.00305660e-02
15.4300,6.31098412e-02
15.4400,5.21845544e-02
15.4500,3.86562271e-02
15.4600,3.97967028e-02
15.4700,6.00937999e-02
15.4800,8.34025544e-02
15.4900,9.76728268e-02
15.5000,1.09080766e-01
15.5100,1.21847855e-01
15.5200,1.24613180e-01
15.5300,1.05768325e-01
15.5400,7.22612621e-02
15.5500,4.35099707e-02
15.5600,2.99346713e-02
15.5700,2.71780256e-02
15.5800,3.05026401e-02
15.5900,4.30752245e-02
15.6000,6.19076624e-02
15.6100,7.05243927e-02
15.6200,6.34476293e-02
15.6300,5.92173091e-02
15.6400,6.97402245e-02
15.6500,7.89739238e-02
15.6600,6.70379210e-02
15.6700,3.62317153e-02
15.6800,7.37603535e-03
15.6900,2.72748382e-04
15.7000,1.37059743e-02
15.7100,2.49031246e-02
15.7200,1.70231390e-02
15.7300,-5.98275459e-04
15.7400,-8.72667861e-03
15.7500,-4.79191445e-03
15.7600,-2.77616361e-03
15.7700,-1.22178608e-02
15.7800,-2.86527349e-02
15.7900,-4.34011383e-02
15.8000,-5.08203135e-02
15.8100,-4.84064954e-02
15.8200,-3.97163666e-02
15.8300,-3.09489878e-02
15.8400,-2.21518595e-02
15.8500,-1.15058052e-02
15.8600,-1.50897985e-03
15.8700,5.63394469e-03
15.8800,8.58242626e-03
15.8900,8.36819735e-03
15.9000,1.31323468e-02
15.9100,2.80279758e-02
15.9200,4.61902457e-02
15.9300,6.09980316e-02
15.9400,7.59951222e-02
15.9500,9.22665526e-02
15.9600,9.73519201e-02
15.9700,7.79076831e-02
15.9800,3.85500403e-02
15.9900,4.19166553e-03
16.0000,-1.35976637e-03
16.0100,1.97579739e-02
16.0200,4.54968684e-02
16.0300,5.63780253e-02
16.0400,4.74736847e-02
16.0500,3.05718351e-02
16.0600,2.09372897e-02
16.0700,2.05671439e-02
16.0800,1.98469533e-02
16.0900,1.17383634e-02
16.1000,9.11610358e-04
16.1100,-4.30482914e-03
16.1200,-6.09990061e-03
16.1300,-1.31090142e-02
16.1400,-2.43338353e-02
16.1500,-2.98038034e-02
16.1600,-2.71138218e-02
16.1700,-2.40395892e-02
16.1800,-2.32367059e-02
16.1900,-2.02580361e-02
16.2000,-1.81759455e-02
16.2100,-2.40504363e-02
16.2200,-3.37016874e-02
16.2300,-3.86134012e-02
16.2400,-4.02114774e-02
16.2500,-4.59317292e-02
16.2600,-5.49291359e-02
16.2700,-5.57527623e-02
16.2800,-4.55236578e-02
16.2900,-3.81394915e-02
16.3000,-3.97381676e-02
16.3100,-3.79901048e-02
16.3200,-2.66178437e-02
16.3300,-1.50574247e-02
16.3400,-9.68132649e-03
16.3500,-6.67473541e-03
16.3600,-2.71271292e-03
16.3700,5.49041681e-03
16.3800,2.73858290e-02
16.3900,6.05458773e-02
16.4000,7.93550191e-02
16.4100,6.93672258e-02
16.4200,4.93698044e-02
16.4300,4.11569532e-02
16.4400,4.45328487e-02
16.4500,4.96938958e-02
16.4600,5.31395006e-02
16.4700,5.24124055e-02
16.4800,4.03608432e-02
16.4900,1.66821736e-02
16.5000,-6.05885413e-03
16.5100,-1.54707367e-02
16.5200,-1.24629463e-02
16.5300,-9.07743234e-03
16.5400,-1.62400512e-02
16.5500,-3.24897614e-02
16.5600,-4.38929327e-02
16.5700,-3.85330021e-02
16.5800,-1.55289811e-02
16.5900,2.00445436e-02
16.6000,5.70071872e-02
16.6100,7.80031460e-02
16.6200,7.54968203e-02
16.6300,6.19337209e-02
16.6400,5.57035010e-02
16.6500,6.19884667e-02
16.6600,7.10793317e-02
16.6700,7.44860179e-02
16.6800,7.36642563e-02
16.6900,7.05902456e-02
16.7000,6.20522003e-02
16.7100,4.50893370e-02
16.7200,2.39457928e-02
16.7300,8.82282734e-03
16.7400,2.50417810e-03
16.7500,-6.49212476e-03
16.7600,-2.76764244e-02
16.7700,-5.09505201e-02
16.7800,-6.04745716e-02
16.7900,-5.75407514e-02
16.8000,-4.91155686e-02
16.8100,-2.91283567e-02
16.8200,8.24571589e-03
16.8300,4.83217643e-02
16.8400,6.60855913e-02
16.8500,5.53930036e-02
16.8600,3.44550230e-02
16.8700,2.54907154e-02
16.8800,3.77691211e-02
16.8900,6.09478496e-02
16.9000,7.26637094e-02
16.9100,6.18622572e-02
16.9200,4.28386523e-02
16.9300,3.74998203e-02
16.9400,4.70312073e-02
16.9500,5.34861740e-02
16.9600,4.44008082e-02
16.9700,2.07908432e-02
16.9800,-1.09142004e-02
16.9900,-3.97497146e-02
17.0000,-5.19396209e-02
17.0100,-4.21539015e-02
17.0200,-1.96183583e-02
17.0300,-5.08281666e-05
17.0400,1.05973328e-02
17.0500,2.05683121e-02
17.0600,3.44108400e-02
17.0700,4.17349888e-02
17.0800,3.49163991e-02
17.0900,2.34195280e-02
17.1000,1.72233883e-02
17.1100,1.05810535e-02
17.1200,-3.37676629e-03
17.1300,-1.46701737e-02
17.1400,-1.05508173e-02
17.1500,3.00865913e-03
17.1600,1.04891929e-02
17.1700,8.54434814e-03
17.1800,3.32085169e-03
17.1900,-6.94313648e-03
17.2000,-2.61656794e-02
17.2100,-4.41554487e-02
17.2200,-4.90927032e-02
17.2300,-4.88751989e-02
17.2400,-5.98276792e-02
17.2500,-7.68198285e-02
17.2600,-7.70979958e-02
17.2700,-5.83151255e-02
17.2800,-4.52186133e-02
17.2900,-5.17587116e-02
17.3000,-6.19933926e-02
17.3100,-5.77333787e-02
17.3200,-4.88138126e-02
17.3300,-5.61509855e-02
17.3400,-7.40641235e-02
17.3500,-7.92918758e-02
17.3600,-6.66616301e-02
17.3700,-4.89643153e-02
17.3800,-3.53210767e-02
17.3900,-2.52551225e-02
17.4000,-1.57297689e-02
17.4100,-5.89852733e-03
17.4200,5.49442508e-03
17.4300,1.97560248e-02
17.4400,3.29430704e-02
17.4500,3.85747906e-02
17.4600,3.58848653e-02
17.4700,3.05667247e-02
17.4800,2.82958978e-02
17.4900,2.99203382e-02
17.5000,2.95863361e-02
17.5100,2.18438605e-02
17.5200,1.53127825e-02
17.5300,2.27887713e-02
17.5400,4.00010464e-02
17.5500,5.22383172e-02
17.5600,5.08659109e-02
17.5700,3.71661209e-02
17.5800,1.91993780e-02
17.5900,3.55596892e-03
17.6000,-9.90766082e-03
17.6100,-2.19837131e-02
17.6200,-2.82620089e-02
17.6300,-2.81864151e-02
17.6400,-2.98488801e-02
17.6500,-3.53295787e-02
17.6600,-3.82754941e-02
17.6700,-3.74195324e-02
17.6800,-3.31975919e-02
17.6900,-2.00950695e-02
17.7000,1.79052586e-03
17.7100,2.06693244e-02
17.7200,2.49538739e-02
17.7300,1.29653702e-02
17.7400,-5.83184010e-03
17.7500,-2.08852876e-02
17.7600,-3.17929014e-02
17.7700,-4.27036466e-02
17.7800,-5.25354656e-02
17.7900,-5.56123769e-02
17.8000,-4.86864908e-02
17.8100,-3.69446437e-02
17.8200,-3.13101587e-02
17.8300,-3.61978019e-02
17.8400,-4.22973239e-02
17.8500,-3.52214620e-02
17.8600,-1.19990773e-02
17.8700,1.07549958e-02
17.8800,1.31830054e-02
17.8900,-1.57108535e-03
17.9000,-1.20205757e-02
17.9100,-8.74202240e-03
17.9200,-3.04071678e-03
17.9300,-7.43074484e-03
17.9400,-2.39563875e-02
17.9500,-4.60486307e-02
17.9600,-5.83293972e-02
17.9700,-4.55126244e-02
17.9800,-1.22172198e-02
17.9900,1.66508757e-02
18.0000,2.18422822e-02
18.0100,9.05865349e-03
18.0200,1.68848576e-04
18.0300,9.79965147e-03
18.0400,3.23428056e-02
18.0500,4.88047435e-02
18.0600,4.51882894e-02
18.0700,2.80793367e-02
18.0800,1.46554650e-02
18.0900,4.05510279e-03
18.1000,-1.98678252e-02
18.1100,-5.56410001e-02
18.1200,-8.15355715e-02
18.1300,-8.67630111e-02
18.1400,-8.03837612e-02
18.1500,-7.19742832e-02
18.1600,-6.14126636e-02
18.1700,-4.37545501e-02
18.1800,-1.90385336e-02
18.1900,6.06396783e-03
18.2000,3.03608865e-02
18.2100,5.66319884e-02
18.2200,7.24502112e-02
18.2300,5.91104687e-02
18.2400,2.69193756e-02
18.2500,9.64437484e-03
18.2600,1.71753478e-02
18.2700,2.73496734e-02
18.2800,2.71914652e-02
18.2900,2.66223394e-02
18.3000,3.11576465e-02
18.3100,3.07565848e-02
18.3200,1.74264920e-02
18.3300,1.69407477e-03
18.3400,4.50376652e-03
18.3500,2.78241824e-02
18.3600,4.91077493e-02
18.3700,5.40780305e-02
18.3800,5.13764294e-02
18.3900,5.12474770e-02
18.4000,5.20002693e-02
18.4100,4.43353942e-02
18.4200,2.01450354e-02
18.4300,-1.56156024e-02
18.4400,-4.55858943e-02
18.4500,-5.74652822e-02
18.4600,-5.67448757e-02
18.4700,-6.09450290e-02
18.4800,-7.77038062e-02
18.4900,-9.43465996e-02
18.5000,-9.80042287e-02
18.5100,-9.10081601e-02
18.5200,-8.03299771e-02
18.5300,-7.22242652e-02
18.5400,-7.44177149e-02
18.5500,-8.57299556e-02
18.5600,-9.24447812e-02
18.5700,-8.26488878e-02
18.5800,-5.50606569e-02
18.5900,-1.84340568e-02
18.6000,1.09112063e-02
18.6100,2.18510985e-02
18.6200,2.08831190e-02
18.6300,2.63940759e-02
18.6400,4.96779370e-02
18.6500,7.98355546e-02
18.6600,9.58865427e-02
18.6700,9.37487993e-02
18.6800,8.59403536e-02
18.6900,8.10837398e-02
18.7000,7.93133044e-02
18.7100,7.93197820e-02
18.7200,7.78777562e-02
18.7300,7.22288977e-02
18.7400,7.04668401e-02
18.7500,8.43186217e-02
18.7600,1.08101895e-01
18.7700,1.22562085e-01
18.7800,1.19744465e-01
18.7900,1.08482660e-01
18.8000,9.83870233e-02
18.8100,9.24509401e-02
18.8200,8.85020966e-02
18.8300,8.17305716e-02
18.8400,7.38697445e-02
18.8500,6.99100126e-02
18.8600,6.46226936e-02
18.8700,5.42037998e-02
18.8800,4.71779441e-02
18.8900,4.32686025e-02
18.9000,3.04706412e-02
18.9100,1.24911885e-02
18.9200,7.41327865e-03
18.9300,1.99515977e-02
18.9400,3.69222081e-02
18.9500,4.45625282e-02
18.9600,3.98961184e-02
18.9700,3.03207590e-02
18.9800,2.57541944e-02
18.9900,3.02082246e-02
19.0000,3.88621621e-02
19.0100,4.44248269e-02
19.0200,4.77016186e-02
19.0300,5.33060558e-02
19.0400,5.60962307e-02
19.0500,4.47292335e-02
19.0600,1.82331403e-02
19.0700,-1.12452981e-02
19.0800,-3.27822977e-02
19.0900,-4.45399509e-02
19.1000,-4.98156294e-02
19.1100,-5.34857312e-02
19.1200,-6.04057456e-02
19.1300,-7.35680702e-02
19.1400,-8.92749441e-02
19.1500,-9.73479958e-02
19.1600,-9.37403455e-02
19.1700,-8.68766179e-02
19.1800,-8.62493734e-02
19.1900,-8.90544607e-02
19.2000,-8.32947140e-02
19.2100,-6.61396829e-02
19.2200,-5.11362769e-02
19.2300,-5.06722407e-02
